InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500245,P1028,Gift Wrapping Paper,Stationery,4,2025-05-21 11:45:00,162.83,,Netherlands
INV500245,P1025,Kitchen Storage Jars,Home,1,2025-05-21 11:45:00,863.24,C10310,Netherlands
INV500246,P1028,Gift Wrapping Paper,Stationery,4,2025-08-25 13:50:00,159.62,C10834,United Kingdom
INV500247,P1022,Dark Chocolate Box,Grocery,2,2025-06-06 19:00:00,585.71,C10132,United Kingdom
INV500247,P1027,Desk Plant,Home,4,2025-06-06 19:00:00,402.04,C10132,United Kingdom
INV500247,P1012,Notebook Pack,Office,3,2025-06-06 19:00:00,225.29,C10132,United Kingdom
INV500248,P1010,Protein Shaker,Fitness,2,2025-06-18 17:28:00,290.21,C10112,United Kingdom
INV500248,P1003,Running Shoes,Footwear,1,2025-06-18 17:28:00,2258.83,C10112,United Kingdom
INV500248,P1006,Wireless Mouse,Electronics,5,2025-06-18 17:28:00,676.57,C10112,United Kingdom
INV500249,P1027,Desk Plant,Home,1,2025-03-08 21:13:00,358.43,C10212,France
INV500249,P1023,Water Bottle,Fitness,20,2025-03-08 21:13:00,587.3,C10212,France
INV500250,P1003,Running Shoes,Footwear,5,2025-08-24 15:36:00,2459.69,C10503,United Kingdom
INV500251,P1024,Laptop Sleeve,Accessories,3,2025-08-01 11:11:00,768.1,C10180,United Kingdom
INV500251,P1014,Travel Backpack,Travel,2,2025-08-01 11:11:00,1694.93,C10180,United Kingdom
INV500251,P1015,Luggage Tag Set,Travel,4,2025-08-01 11:11:00,215.05,C10180,United Kingdom
INV500251,P1013,LED Table Lamp,Home,1,2025-08-01 11:11:00,1162.16,,United Kingdom
INV500251,P1030,Sports Socks Pack,Apparel,2,2025-08-01 11:11:00,288.17,C10180,United Kingdom
INV500252,P1018,Hair Care Kit,Beauty,3,2025-08-26 15:29:00,976.6,C10687,India
CINV500253,P1006,Wireless Mouse,Electronics,-1,2025-05-31 09:34:00,684.07,C10182,India
CINV500253,P1003,Running Shoes,Footwear,-1,2025-05-31 09:34:00,2620.26,C10182,India
CINV500253,P1022,Dark Chocolate Box,Grocery,-2,2025-05-31 09:34:00,568.41,C10182,India
CINV500253,P1025,Kitchen Storage Jars,Home,-1,2025-05-31 09:34:00,659.79,,India
INV500254,P1017,Sunscreen SPF 50,Beauty,2,2025-03-27 19:10:00,510.15,C10099,Canada
INV500255,P1013,LED Table Lamp,Home,1,2025-02-24 13:20:00,1164.68,C10219,United Kingdom
INV500256,P1004,Leather Wallet,Accessories,6,2025-07-30 12:49:00,818.91,C10224,Germany
INV500256,P1023,Water Bottle,Fitness,6,2025-07-30 12:49:00,657.53,C10224,Germany
INV500256,P1018,Hair Care Kit,Beauty,3,2025-07-30 12:49:00,843.46,,Germany
INV500257,P1020,USB-C Cable,Electronics,1,2025-10-28 19:00:00,216.04,C10516,EIRE
INV500257,P1025,Kitchen Storage Jars,Home,1,2025-10-28 19:00:00,713.97,,EIRE
INV500258,P1025,Kitchen Storage Jars,Home,2,2025-03-10 12:20:00,888.95,C10337,United Kingdom
INV500258,P1002,Denim Jacket,Apparel,1,2025-03-10 12:20:00,2184.54,C10337,United Kingdom
INV500258,P1017,Sunscreen SPF 50,Beauty,2,2025-03-10 12:20:00,442.15,C10337,United Kingdom
INV500259,P1018,Hair Care Kit,Beauty,8,2025-04-15 10:05:00,904.17,C10145,United Kingdom
INV500260,P1015,Luggage Tag Set,Travel,5,2025-11-07 11:19:00,247.31,C10181,Germany
INV500260,P1021,Premium Tea Pack,Grocery,3,2025-11-07 11:19:00,389.44,C10181,Germany
INV500261,P1024,Laptop Sleeve,Accessories,2,2025-06-03 17:34:00,836.16,C10086,United Kingdom
INV500262,P1028,Gift Wrapping Paper,Stationery,3,2025-03-21 22:12:00,148.54,C10201,Australia
INV500263,P1030,Sports Socks Pack,Apparel,2,2025-10-29 09:26:00,272.66,C10657,United Kingdom
INV500263,P1004,Leather Wallet,Accessories,3,2025-10-29 09:26:00,842.41,C10657,United Kingdom
INV500263,P1013,LED Table Lamp,Home,3,2025-10-29 09:26:00,1381.5,C10657,United Kingdom
INV500263,P1019,Phone Stand,Electronics,1,2025-10-29 09:26:00,310.0,C10657,United Kingdom
INV500263,P1006,Wireless Mouse,Electronics,6,2025-10-29 09:26:00,673.25,C10657,United Kingdom
INV500264,P1018,Hair Care Kit,Beauty,3,2025-08-07 12:44:00,1083.13,C10850,Germany
INV500264,P1022,Dark Chocolate Box,Grocery,4,2025-08-07 12:44:00,611.1,C10850,Germany
INV500265,P1023,Water Bottle,Fitness,2,2025-09-09 08:06:00,553.36,C10173,United Kingdom
INV500266,P1006,Wireless Mouse,Electronics,4,2025-02-26 15:36:00,638.44,C10515,Germany
INV500266,P1007,Ceramic Coffee Mug,Home,1,2025-02-26 15:36:00,276.73,C10515,Germany
INV500266,P1002,Denim Jacket,Apparel,3,2025-02-26 15:36:00,0,C10515,Germany
INV500266,P1024,Laptop Sleeve,Accessories,1,2025-02-26 15:36:00,906.23,,Germany
INV500267,P1022,Dark Chocolate Box,Grocery,1,2025-06-22 17:27:00,497.53,C10485,EIRE
INV500267,P1029,Cotton Bedsheet,Home,4,2025-06-22 17:27:00,1066.62,C10485,EIRE
INV500268,P1008,,Home,5,2025-09-29 12:44:00,602.22,C10126,United Kingdom
INV500268,P1012,Notebook Pack,Office,3,2025-09-29 12:44:00,225.75,C10126,United Kingdom
INV500268,P1015,Luggage Tag Set,Travel,4,2025-09-29 12:44:00,275.35,C10126,United Kingdom
INV500268,P1020,USB-C Cable,Electronics,3,2025-09-29 12:44:00,170.38,C10126,United Kingdom
INV500269,P1003,Running Shoes,Footwear,2,2025-09-16 08:08:00,2836.17,C10804,Singapore
INV500269,P1010,Protein Shaker,Fitness,1,2025-09-16 08:08:00,380.82,C10804,Singapore
INV500269,P1027,Desk Plant,Home,6,2025-09-16 08:08:00,399.59,C10804,Singapore
INV500270,P1016,Face Serum,Beauty,5,2025-03-11 22:34:00,1038.74,C10127,United Kingdom
INV500270,P1003,Running Shoes,Footwear,3,2025-03-11 22:34:00,2392.53,C10127,United Kingdom
INV500270,P1026,Smart Watch Strap,Electronics,1,2025-03-11 22:34:00,339.77,C10127,United Kingdom
INV500271,P1019,Phone Stand,Electronics,5,2025-03-07 21:20:00,350.65,C10377,India
INV500271,P1024,Laptop Sleeve,Accessories,3,2025-03-07 21:20:00,809.07,C10377,India
INV500271,P1001,Organic Cotton T-Shirt,Apparel,5,2025-03-07 21:20:00,498.97,C10377,India
INV500271,P1010,Protein Shaker,Fitness,3,2025-03-07 21:20:00,361.42,C10377,India
INV500271,P1002,Denim Jacket,Apparel,2,2025-03-07 21:20:00,2123.7,C10377,India
INV500271,P1030,Sports Socks Pack,Apparel,4,2025-03-07 21:20:00,267.85,C10377,India
INV500272,P1027,Desk Plant,Home,1,2025-09-07 19:25:00,288.89,C10184,United Kingdom
INV500272,P1022,Dark Chocolate Box,Grocery,1,2025-09-07 19:25:00,593.82,C10184,United Kingdom
INV500273,P1030,Sports Socks Pack,Apparel,2,2025-10-25 21:51:00,262.8,C10332,United Kingdom
INV500274,P1024,Laptop Sleeve,Accessories,1,2025-04-11 19:41:00,991.4,C10767,United Kingdom
INV500275,P1002,Denim Jacket,Apparel,2,2025-02-19 13:30:00,1788.58,C10058,Germany
INV500276,P1006,Wireless Mouse,Electronics,3,2025-09-08 12:44:00,773.32,C10407,United Kingdom
INV500276,P1021,Premium Tea Pack,Grocery,3,2025-09-08 12:44:00,379.94,C10407,United Kingdom
INV500276,P1024,Laptop Sleeve,Accessories,1,2025-09-08 12:44:00,922.62,C10407,United Kingdom
INV500277,P1005,Bluetooth Speaker,Electronics,3,2025-11-27 19:27:00,2485.74,C10496,India
INV500277,P1004,Leather Wallet,Accessories,4,2025-11-27 19:27:00,807.65,C10496,India
INV500278,P1028,Gift Wrapping Paper,Stationery,1,2025-04-17 18:57:00,151.94,C10772,United Kingdom
INV500279,P1004,Leather Wallet,Accessories,2,2025-05-12 21:48:00,0,C10576,France
INV500280,P1019,Phone Stand,Electronics,2,2025-05-31 18:34:00,351.32,C10532,India
INV500280,P1016,Face Serum,Beauty,1,2025-05-31 18:34:00,798.05,C10532,India
INV500281,P1003,Running Shoes,Footwear,3,2025-05-23 10:46:00,2196.11,C10368,India
INV500281,P1018,Hair Care Kit,Beauty,1,2025-05-23 10:46:00,1045.6,C10368,India
INV500281,P1009,Yoga Mat,Fitness,3,2025-05-23 10:46:00,1003.11,C10368,India
INV500282,P1004,Leather Wallet,Accessories,2,2025-05-07 09:17:00,749.92,C10619,India
INV500283,P1008,Scented Candle Set,Home,4,2025-01-06 09:24:00,511.78,C10281,Germany
INV500283,P1013,LED Table Lamp,Home,1,2025-01-06 09:24:00,1213.89,C10281,Germany
INV500283,P1004,Leather Wallet,Accessories,2,2025-01-06 09:24:00,908.88,C10281,Germany
INV500283,P1026,Smart Watch Strap,Electronics,3,2025-01-06 09:24:00,347.67,C10281,Germany
INV500283,P1028,Gift Wrapping Paper,Stationery,4,2025-01-06 09:24:00,158.56,C10281,Germany
INV500283,P1006,Wireless Mouse,Electronics,1,2025-01-06 09:24:00,812.9,C10281,Germany
INV500283,P1017,Sunscreen SPF 50,Beauty,1,2025-01-06 09:24:00,464.09,C10281,Germany
INV500283,P1010,Protein Shaker,Fitness,1,2025-01-06 09:24:00,358.46,C10281,Germany
INV500284,P1016,Face Serum,Beauty,20,2025-09-18 22:46:00,1024.6,C10435,United Kingdom
INV500285,P1008,Scented Candle Set,Home,5,2025-08-06 19:34:00,605.06,C10732,India
INV500285,P1024,Laptop Sleeve,Accessories,2,2025-08-06 19:34:00,810.02,C10732,India
INV500285,P1022,Dark Chocolate Box,Grocery,2,2025-08-06 19:34:00,523.96,C10732,India
INV500285,P1030,Sports Socks Pack,Apparel,1,2025-08-06 19:34:00,277.38,C10732,India
INV500286,P1030,Sports Socks Pack,Apparel,2,2025-11-26 16:52:00,0,C10313,United Kingdom
INV500286,P1015,Luggage Tag Set,Travel,2,2025-11-26 16:52:00,213.26,C10313,United Kingdom
INV500286,P1029,Cotton Bedsheet,Home,2,2025-11-26 16:52:00,1137.96,C10313,United Kingdom
INV500286,P1020,USB-C Cable,Electronics,1,2025-11-26 16:52:00,221.32,C10313,United Kingdom
INV500286,P1028,Gift Wrapping Paper,Stationery,2,2025-11-26 16:52:00,141.45,C10313,United Kingdom
INV500287,P1007,Ceramic Coffee Mug,Home,10,2025-06-19 22:02:00,350.98,C10762,India
INV500288,P1027,Desk Plant,Home,1,2025-07-24 16:46:00,329.42,,Canada
INV500288,P1030,Sports Socks Pack,Apparel,3,2025-07-24 16:46:00,246.04,C10770,Canada
INV500288,P1013,LED Table Lamp,Home,3,2025-07-24 16:46:00,1152.56,C10770,Canada
INV500288,P1005,Bluetooth Speaker,Electronics,2,2025-07-24 16:46:00,2178.33,C10770,Canada
INV500288,P1004,Leather Wallet,Accessories,5,2025-07-24 16:46:00,836.08,C10770,Canada
INV500288,P1026,Smart Watch Strap,Electronics,1,2025-07-24 16:46:00,329.72,C10770,Canada
INV500289,P1017,Sunscreen SPF 50,Beauty,1,2025-04-24 13:27:00,474.49,C10237,Netherlands
INV500289,P1014,Travel Backpack,Travel,1,2025-04-24 13:27:00,1691.35,C10237,Netherlands
INV500289,P1021,Premium Tea Pack,Grocery,1,2025-04-24 13:27:00,397.75,C10237,Netherlands
INV500290,P1024,Laptop Sleeve,Accessories,1,2025-06-19 13:47:00,826.49,C10134,Portugal
INV500290,P1025,Kitchen Storage Jars,Home,1,2025-06-19 13:47:00,933.71,C10134,Portugal
INV500290,P1019,Phone Stand,Electronics,8,2025-06-19 13:47:00,311.81,C10134,Portugal
INV500290,P1017,Sunscreen SPF 50,Beauty,1,2025-06-19 13:47:00,484.31,C10134,Portugal
INV500291,P1030,Sports Socks Pack,Apparel,8,2025-07-07 15:40:00,299.42,,United Kingdom
INV500291,P1014,Travel Backpack,Travel,2,2025-07-07 15:40:00,1768.46,C10356,United Kingdom
INV500291,P1003,Running Shoes,Footwear,10,2025-07-07 15:40:00,2198.09,C10356,United Kingdom
INV500291,P1016,Face Serum,Beauty,1,2025-07-07 15:40:00,788.96,C10356,United Kingdom
INV500292,P1010,Protein Shaker,Fitness,1,2025-09-26 12:19:00,316.11,,Australia
INV500292,P1023,Water Bottle,Fitness,-4,2025-09-26 12:19:00,629.71,C10725,Australia
INV500292,P1009,Yoga Mat,Fitness,3,2025-09-26 12:19:00,951.93,C10725,Australia
INV500292,P1018,Hair Care Kit,Beauty,3,2025-09-26 12:19:00,935.93,C10725,Australia
INV500292,P1004,Leather Wallet,Accessories,1,2025-09-26 12:19:00,934.65,C10725,Australia
INV500293,P1021,Premium Tea Pack,Grocery,2,2025-07-15 18:16:00,356.47,C10764,United Kingdom
INV500293,P1020,USB-C Cable,Electronics,2,2025-07-15 18:16:00,173.81,C10764,United Kingdom
INV500293,P1018,Hair Care Kit,Beauty,2,2025-07-15 18:16:00,1158.45,C10764,United Kingdom
INV500293,P1007,Ceramic Coffee Mug,Home,3,2025-07-15 18:16:00,265.4,C10764,United Kingdom
INV500293,P1027,,Home,3,2025-07-15 18:16:00,303.43,C10764,United Kingdom
INV500294,P1025,Kitchen Storage Jars,Home,1,2025-11-26 22:02:00,835.64,,United Kingdom
INV500295,P1019,Phone Stand,Electronics,1,2025-02-13 11:08:00,296.73,C10347,Australia
INV500295,P1029,Cotton Bedsheet,Home,-1,2025-02-13 11:08:00,1319.88,C10347,Australia
INV500295,P1015,Luggage Tag Set,Travel,1,2025-02-13 11:08:00,238.73,C10347,Australia
INV500296,P1008,Scented Candle Set,Home,6,2025-02-27 15:10:00,509.47,,Spain
INV500296,P1004,Leather Wallet,Accessories,2,2025-02-27 15:10:00,912.08,C10733,Spain
INV500296,P1010,Protein Shaker,Fitness,2,2025-02-27 15:10:00,332.56,C10733,Spain
INV500296,P1012,Notebook Pack,Office,12,2025-02-27 15:10:00,218.9,C10733,Spain
INV500296,P1003,Running Shoes,Footwear,4,2025-02-27 15:10:00,2150.99,C10733,Spain
INV500296,P1020,USB-C Cable,Electronics,4,2025-02-27 15:10:00,188.44,C10733,Spain
INV500296,P1011,Desk Organizer,Office,1,2025-02-27 15:10:00,520.77,C10733,Spain
INV500296,P1029,Cotton Bedsheet,Home,2,2025-02-27 15:10:00,1172.79,C10733,Spain
CINV500297,P1028,Gift Wrapping Paper,Stationery,-2,2025-02-14 11:23:00,173.55,C10225,United Kingdom
INV500298,P1028,Gift Wrapping Paper,Stationery,8,2025-03-13 12:29:00,144.77,C10839,United Kingdom
INV500299,P1014,Travel Backpack,Travel,3,2025-07-13 19:01:00,1585.66,C10147,United Kingdom
INV500299,P1012,Notebook Pack,Office,1,2025-07-13 19:01:00,222.72,C10147,United Kingdom
INV500299,P1002,Denim Jacket,Apparel,8,2025-07-13 19:01:00,1878.62,C10147,United Kingdom
INV500299,P1023,Water Bottle,Fitness,1,2025-07-13 19:01:00,629.72,C10147,United Kingdom
INV500300,P1019,Phone Stand,Electronics,1,2025-10-11 19:53:00,345.44,C10466,United Kingdom
INV500300,P1017,Sunscreen SPF 50,Beauty,2,2025-10-11 19:53:00,419.24,C10466,United Kingdom
INV500301,P1013,LED Table Lamp,Home,2,2025-08-28 15:20:00,1263.56,C10710,United Kingdom
INV500301,P1027,Desk Plant,Home,1,2025-08-28 15:20:00,306.63,C10710,United Kingdom
INV500301,P1006,Wireless Mouse,Electronics,1,2025-08-28 15:20:00,807.0,C10710,United Kingdom
CINV500302,P1010,Protein Shaker,Fitness,-2,2025-01-24 08:20:00,321.66,C10496,India
CINV500303,P1017,Sunscreen SPF 50,Beauty,-4,2025-02-19 13:26:00,494.86,C10720,United Kingdom
CINV500303,P1004,Leather Wallet,Accessories,-3,2025-02-19 13:26:00,929.25,C10720,United Kingdom
CINV500303,P1026,Smart Watch Strap,Electronics,-20,2025-02-19 13:26:00,399.23,C10720,United Kingdom
CINV500303,P1025,Kitchen Storage Jars,Home,-1,2025-02-19 13:26:00,738.84,C10720,United Kingdom
CINV500303,P1005,Bluetooth Speaker,Electronics,-1,2025-02-19 13:26:00,2592.45,C10720,United Kingdom
INV500304,P1028,Gift Wrapping Paper,Stationery,1,2025-03-15 20:55:00,127.23,C10016,United Kingdom
INV500304,P1026,Smart Watch Strap,Electronics,1,2025-03-15 20:55:00,352.92,C10016,United Kingdom
INV500305,P1012,Notebook Pack,Office,5,2025-03-13 09:36:00,228.88,C10666,India
INV500305,P1028,Gift Wrapping Paper,Stationery,3,2025-03-13 09:36:00,149.32,C10666,India
INV500305,P1010,,Fitness,4,2025-03-13 09:36:00,316.94,C10666,India
INV500306,P1022,Dark Chocolate Box,Grocery,4,2025-02-07 11:24:00,471.75,C10409,India
INV500306,P1003,Running Shoes,Footwear,2,2025-02-07 11:24:00,2107.18,C10409,India
INV500306,P1012,Notebook Pack,Office,2,2025-02-07 11:24:00,202.23,C10409,India
INV500306,P1015,Luggage Tag Set,Travel,4,2025-02-07 11:24:00,209.77,C10409,India
INV500306,P1021,Premium Tea Pack,Grocery,1,2025-02-07 11:24:00,436.15,C10409,India
INV500307,P1014,Travel Backpack,Travel,6,2025-06-02 21:45:00,1417.14,C10084,Netherlands
INV500307,P1017,Sunscreen SPF 50,Beauty,1,2025-06-02 21:45:00,578.39,C10084,Netherlands
INV500308,P1026,Smart Watch Strap,Electronics,1,2025-10-20 14:52:00,430.99,C10710,United Kingdom
INV500309,P1030,,Apparel,10,2025-06-12 08:09:00,288.92,C10846,EIRE
INV500309,P1005,Bluetooth Speaker,Electronics,2,2025-06-12 08:09:00,2570.64,C10846,EIRE
INV500309,P1016,Face Serum,Beauty,1,2025-06-12 08:09:00,859.37,C10846,EIRE
INV500309,P1028,Gift Wrapping Paper,Stationery,4,2025-06-12 08:09:00,123.05,C10846,EIRE
INV500309,P1011,Desk Organizer,Office,2,2025-06-12 08:09:00,434.51,C10846,EIRE
INV500310,P1020,USB-C Cable,Electronics,2,2025-08-23 14:23:00,183.6,C10181,Germany
CINV500311,P1021,Premium Tea Pack,Grocery,-8,2025-02-14 20:53:00,342.07,C10102,Germany
INV500312,P1007,Ceramic Coffee Mug,Home,1,2025-01-17 18:18:00,295.72,C10826,United Kingdom
INV500312,P1008,Scented Candle Set,Home,3,2025-01-17 18:18:00,651.0,,United Kingdom
INV500312,P1025,Kitchen Storage Jars,Home,1,2025-01-17 18:18:00,896.36,C10826,United Kingdom
INV500312,P1015,Luggage Tag Set,Travel,1,2025-01-17 18:18:00,217.93,C10826,United Kingdom
INV500312,P1018,Hair Care Kit,Beauty,10,2025-01-17 18:18:00,1176.24,C10826,United Kingdom
INV500313,P1013,LED Table Lamp,Home,1,2025-10-23 14:08:00,1397.22,C10821,France
INV500313,P1024,Laptop Sleeve,Accessories,6,2025-10-23 14:08:00,1008.18,C10821,France
INV500313,P1006,Wireless Mouse,Electronics,4,2025-10-23 14:08:00,611.69,C10821,France
INV500313,P1030,Sports Socks Pack,Apparel,3,2025-10-23 14:08:00,351.03,C10821,France
INV500313,P1011,Desk Organizer,Office,1,2025-10-23 14:08:00,504.03,C10821,France
INV500313,P1017,Sunscreen SPF 50,Beauty,1,2025-10-23 14:08:00,435.01,,France
INV500314,P1006,Wireless Mouse,Electronics,5,2025-02-24 10:18:00,802.86,C10126,United Kingdom
INV500314,P1003,Running Shoes,Footwear,3,2025-02-24 10:18:00,2238.37,C10126,United Kingdom
CINV500315,P1021,Premium Tea Pack,Grocery,-12,2025-01-06 22:11:00,469.92,C10306,United Kingdom
CINV500315,P1020,USB-C Cable,Electronics,-6,2025-01-06 22:11:00,177.0,,United Kingdom
CINV500315,P1028,Gift Wrapping Paper,Stationery,-1,2025-01-06 22:11:00,133.82,C10306,United Kingdom
INV500316,P1021,Premium Tea Pack,Grocery,2,2025-04-13 09:22:00,463.11,C10494,United Kingdom
INV500316,P1010,Protein Shaker,Fitness,10,2025-04-13 09:22:00,299.11,C10494,United Kingdom
INV500316,P1015,Luggage Tag Set,Travel,2,2025-04-13 09:22:00,244.17,C10494,United Kingdom
INV500316,P1024,Laptop Sleeve,Accessories,1,2025-04-13 09:22:00,851.4,C10494,United Kingdom
INV500317,P1029,Cotton Bedsheet,Home,1,2025-10-28 14:18:00,1149.31,C10260,Portugal
INV500317,P1021,Premium Tea Pack,Grocery,2,2025-10-28 14:18:00,439.15,C10260,Portugal
INV500317,P1017,Sunscreen SPF 50,Beauty,4,2025-10-28 14:18:00,570.63,C10260,Portugal
INV500318,P1003,Running Shoes,Footwear,2,2025-11-08 22:51:00,2780.94,C10285,United Kingdom
INV500318,P1019,Phone Stand,Electronics,1,2025-11-08 22:51:00,293.92,C10285,United Kingdom
INV500318,P1029,Cotton Bedsheet,Home,4,2025-11-08 22:51:00,1334.43,,United Kingdom
INV500318,P1021,Premium Tea Pack,Grocery,2,2025-11-08 22:51:00,402.95,C10285,United Kingdom
INV500318,P1014,Travel Backpack,Travel,1,2025-11-08 22:51:00,1493.77,C10285,United Kingdom
INV500319,P1030,,Apparel,3,2025-08-21 15:54:00,248.33,C10306,United Kingdom
INV500319,P1004,Leather Wallet,Accessories,2,2025-08-21 15:54:00,704.13,C10306,United Kingdom
INV500319,P1027,Desk Plant,Home,8,2025-08-21 15:54:00,395.24,C10306,United Kingdom
INV500320,P1023,Water Bottle,Fitness,3,2025-11-10 20:51:00,517.04,C10338,France
INV500320,P1006,Wireless Mouse,Electronics,3,2025-11-10 20:51:00,741.33,C10338,France
INV500321,P1010,Protein Shaker,Fitness,2,2025-09-05 11:05:00,395.85,C10792,United Kingdom
INV500321,P1023,Water Bottle,Fitness,1,2025-09-05 11:05:00,494.01,C10792,United Kingdom
INV500322,P1010,Protein Shaker,Fitness,1,2025-09-28 16:54:00,349.57,C10605,India
INV500322,P1023,Water Bottle,Fitness,2,2025-09-28 16:54:00,659.38,C10605,India
INV500323,P1024,Laptop Sleeve,Accessories,1,2025-02-22 10:29:00,891.31,C10664,United Kingdom
INV500323,P1004,Leather Wallet,Accessories,1,2025-02-22 10:29:00,769.35,C10664,United Kingdom
INV500323,P1008,Scented Candle Set,Home,2,2025-02-22 10:29:00,691.3,C10664,United Kingdom
INV500323,P1001,Organic Cotton T-Shirt,Apparel,2,2025-02-22 10:29:00,428.79,C10664,United Kingdom
INV500323,P1029,Cotton Bedsheet,Home,2,2025-02-22 10:29:00,1176.84,C10664,United Kingdom
INV500324,P1023,Water Bottle,Fitness,1,2025-02-21 11:46:00,0,C10403,United Kingdom
INV500324,P1009,Yoga Mat,Fitness,3,2025-02-21 11:46:00,1084.99,C10403,United Kingdom
INV500324,P1016,Face Serum,Beauty,2,2025-02-21 11:46:00,884.51,C10403,United Kingdom
INV500324,P1007,,Home,5,2025-02-21 11:46:00,-263.56,C10403,United Kingdom
INV500325,P1019,Phone Stand,Electronics,2,2025-08-30 09:02:00,326.45,C10254,United Kingdom
INV500325,P1022,Dark Chocolate Box,Grocery,2,2025-08-30 09:02:00,558.04,C10254,United Kingdom
INV500325,P1010,Protein Shaker,Fitness,2,2025-08-30 09:02:00,351.24,C10254,United Kingdom
INV500325,P1027,Desk Plant,Home,2,2025-08-30 09:02:00,366.56,C10254,United Kingdom
INV500326,P1014,Travel Backpack,Travel,6,2025-05-06 17:47:00,1528.64,C10032,Germany
INV500326,P1012,Notebook Pack,Office,12,2025-05-06 17:47:00,225.94,C10032,Germany
INV500326,P1007,Ceramic Coffee Mug,Home,8,2025-05-06 17:47:00,274.92,C10032,Germany
INV500326,P1024,Laptop Sleeve,Accessories,4,2025-05-06 17:47:00,920.57,C10032,Germany
INV500327,P1010,Protein Shaker,Fitness,1,2025-08-27 18:09:00,322.4,C10151,Singapore
INV500327,P1020,USB-C Cable,Electronics,1,2025-08-27 18:09:00,0,C10151,Singapore
INV500327,P1018,Hair Care Kit,Beauty,1,2025-08-27 18:09:00,1128.11,C10151,Singapore
INV500328,P1010,Protein Shaker,Fitness,4,2025-04-11 14:37:00,366.22,C10751,United Kingdom
INV500328,P1008,Scented Candle Set,Home,1,2025-04-11 14:37:00,612.78,C10751,United Kingdom
INV500328,P1002,Denim Jacket,Apparel,1,2025-04-11 14:37:00,1936.11,C10751,United Kingdom
INV500328,P1016,Face Serum,Beauty,2,2025-04-11 14:37:00,1020.66,C10751,United Kingdom
INV500328,P1030,Sports Socks Pack,Apparel,3,2025-04-11 14:37:00,295.6,C10751,United Kingdom
INV500329,P1030,Sports Socks Pack,Apparel,1,2025-08-04 09:48:00,300.31,C10786,EIRE
INV500330,P1026,Smart Watch Strap,Electronics,2,2025-03-06 14:42:00,447.72,C10403,United Kingdom
INV500331,P1028,Gift Wrapping Paper,Stationery,2,2025-05-29 17:30:00,160.64,C10842,India
INV500331,P1002,Denim Jacket,Apparel,6,2025-05-29 17:30:00,1994.48,C10842,India
INV500331,P1004,Leather Wallet,Accessories,3,2025-05-29 17:30:00,712.91,C10842,India
INV500331,P1024,Laptop Sleeve,Accessories,1,2025-05-29 17:30:00,745.16,C10842,India
INV500332,P1027,Desk Plant,Home,3,2025-05-01 21:54:00,301.66,C10189,United Kingdom
INV500332,P1020,USB-C Cable,Electronics,2,2025-05-01 21:54:00,213.3,C10189,United Kingdom
INV500332,P1022,Dark Chocolate Box,Grocery,2,2025-05-01 21:54:00,504.57,C10189,United Kingdom
CINV500333,P1019,Phone Stand,Electronics,-3,2025-08-23 09:36:00,315.92,C10291,United Kingdom
CINV500333,P1010,Protein Shaker,Fitness,-2,2025-08-23 09:36:00,287.33,C10291,United Kingdom
INV500334,P1005,Bluetooth Speaker,Electronics,3,2025-07-19 16:04:00,2071.78,C10538,India
INV500335,P1013,LED Table Lamp,Home,3,2025-02-04 22:53:00,1498.88,C10404,Spain
INV500335,P1016,Face Serum,Beauty,2,2025-02-04 22:53:00,937.02,C10404,Spain
INV500335,P1020,USB-C Cable,Electronics,1,2025-02-04 22:53:00,230.11,C10404,Spain
INV500336,P1029,Cotton Bedsheet,Home,10,2025-02-23 22:56:00,1496.52,C10243,United Kingdom
INV500337,P1006,Wireless Mouse,Electronics,3,2025-11-07 18:53:00,668.21,C10384,United Kingdom
INV500338,P1027,Desk Plant,Home,4,2025-04-26 11:47:00,296.99,,India
INV500339,P1028,Gift Wrapping Paper,Stationery,3,2025-07-04 20:26:00,171.05,C10006,India
INV500339,P1003,Running Shoes,Footwear,2,2025-07-04 20:26:00,2605.59,C10006,India
INV500339,P1011,Desk Organizer,Office,1,2025-07-04 20:26:00,380.81,C10006,India
INV500340,P1030,Sports Socks Pack,Apparel,5,2025-01-12 11:52:00,349.39,C10339,United Kingdom
INV500340,P1027,Desk Plant,Home,2,2025-01-12 11:52:00,293.3,C10339,United Kingdom
INV500340,P1009,Yoga Mat,Fitness,1,2025-01-12 11:52:00,940.75,C10339,United Kingdom
INV500340,P1013,LED Table Lamp,Home,3,2025-01-12 11:52:00,1497.36,C10339,United Kingdom
INV500340,P1023,Water Bottle,Fitness,6,2025-01-12 11:52:00,642.79,C10339,United Kingdom
INV500340,P1012,Notebook Pack,Office,3,2025-01-12 11:52:00,168.95,C10339,United Kingdom
INV500341,P1010,Protein Shaker,Fitness,10,2025-04-26 18:22:00,288.87,C10520,United Kingdom
INV500341,P1026,Smart Watch Strap,Electronics,3,2025-04-26 18:22:00,433.18,C10520,United Kingdom
INV500342,P1029,Cotton Bedsheet,Home,2,2025-10-09 10:07:00,1155.74,C10438,EIRE
INV500342,P1020,USB-C Cable,Electronics,4,2025-10-09 10:07:00,226.82,C10438,EIRE
INV500343,P1006,Wireless Mouse,Electronics,1,2025-01-30 09:03:00,724.77,C10833,United Kingdom
